Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
216.93,6.0,64.0,152.2871756387082,152.2871756387082,0.0,0.05,0.19,0.18,0.09,0.82,0.0,0.0,0.25,0.86,0.36,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,704.54,58.72,73.98,66.97165734695301,5.076637321617596,67.32,84662364.69364178,9.5,11.568340545214358,7.186170375381761,30.060155469240343,0.89,141.55
223.17,6.0,64.0,185.51876856854312,185.51876856854312,0.0,0.03,0.37,0.1,0.22,0.79,0.0,0.0,0.14,1.0,0.29,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750.32,66.91,79.0,71.67878347190306,4.346880592727008,71.47,84662364.69441164,9.5,11.97134576582141,6.149637243258533,22.23941838179208,0.91,141.55
207.52,6.0,64.0,7148.854393044889,7148.854393044889,0.0,0.03,0.3,0.12,0.21,0.83,0.0,0.0,0.07,0.92,0.14,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.69,62.7,80.74,70.4209853221254,5.620980472643424,70.15,84662364.69531195,9.5,11.863825257696687,7.941976761766694,37.02867555042201,0.91,141.55
268.22,6.0,64.0,164.85173111344025,164.85173111344025,0.0,0.03,0.24,0.16,0.22,0.91,0.0,0.0,0.14,1.02,0.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,724.03,64.08,76.41,68.80854867071355,3.958912582105192,69.31,84662364.69638158,9.5,11.72686983277648,5.5920973656553565,19.025486060785934,0.92,141.55
216.1,6.0,64.0,173.62035217963873,173.62035217963873,0.0,0.02,0.22,0.15,0.28,0.83,0.0,0.0,0.07,0.84,0.24,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,742.74,63.84,79.78,70.36212470535999,5.579910576902173,71.11,84662364.69810717,9.5,11.860456629279229,7.885078991376307,35.651069996239656,0.91,141.55
228.55,6.0,64.0,154.61071040665,154.61071040665,0.0,0.04,0.19,0.16,0.27,0.9,0.0,0.0,0.09,0.71,0.22,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.96,63.52,78.36,69.52508859716134,4.800204413529516,69.92,84662364.69907087,9.5,11.790239226526948,6.77806763460851,29.4841688939378,0.91,141.55
244.11,6.0,64.0,29271.935619197026,29271.935619197026,0.0,0.05,0.16,0.23,0.22,0.82,0.0,0.0,0.18,0.76,0.38,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,718.53,60.84,75.75,68.13994902968548,5.210550443096934,68.51,84662364.69992384,9.5,11.671057113170168,7.376317091135593,34.541746280034744,0.9,141.55
247.32,6.0,64.0,10355.546950838336,10355.546950838336,0.0,0.07,0.14,0.08,0.33,0.89,0.0,0.0,0.28,0.71,0.4,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,756.24,65.53,86.9,72.27987915477198,6.443908795986293,71.42,84662364.70062074,9.5,12.01673721794548,9.10960414180946,57.107323164470735,0.87,141.55
282.59,6.0,64.0,128.6565685536192,128.6565685536192,0.0,0.04,0.18,0.13,0.33,0.89,0.0,0.0,0.18,1.05,0.35,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,787.01,63.47,118.85,77.04903875428836,17.494289356718586,72.8,84662364.7017147,9.5,12.376610390383448,24.75710200349012,933.7207332055948,0.94,141.55
258.01,6.0,64.0,9417.380554060965,9417.380554060965,0.0,0.04,0.19,0.08,0.29,0.86,0.0,0.0,0.11,0.95,0.21,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,742.18,66.32,78.68,70.82170577766746,5.011837875573921,70.36,84662364.70303668,9.5,11.89990922684504,7.087038135482898,31.256956895252703,0.94,141.55
321.9,6.0,64.0,136.4870352791612,136.4870352791612,0.0,0.03,0.22,0.14,0.25,0.9,0.0,0.0,0.24,1.16,0.48,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,721.22,64.49,77.4,68.83994975492344,4.369117413803251,68.95,84662364.70539066,9.5,11.730533977794744,6.1848754368548216,25.492584905465524,0.86,141.55
238.68,6.0,64.0,119.39204205115544,119.39204205115544,0.0,0.01,0.21,0.15,0.26,0.79,0.0,0.0,0.03,1.14,0.16,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,747.08,65.36,82.19,72.13956663009334,6.194160159005216,71.06,84662364.70917198,9.5,12.00598339787811,8.755710791149259,42.19514095820576,0.94,141.55
282.41,6.0,64.0,114.63719185463844,114.63719185463844,0.0,0.02,0.27,0.11,0.24,0.85,0.0,0.0,0.05,1.39,0.17,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.48,66.25,79.55,70.16405227456582,4.762401562973776,70.28,84662364.70981212,9.5,11.844156779184068,6.732683240429189,26.550198927985456,0.92,141.55
289.34,6.0,64.0,123.46326089717434,123.46326089717434,0.0,0.03,0.3,0.13,0.19,0.89,0.0,0.0,0.13,1.43,0.33,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.55,63.01,77.27,69.53360166390199,4.755572968357125,69.58,84662364.71104287,9.5,11.789337333237238,6.733688559290265,26.797742894338818,0.95,141.55
263.17,6.0,64.0,115.85952626487858,115.85952626487858,0.0,0.01,0.26,0.2,0.24,0.81,0.0,0.0,0.03,1.17,0.24,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,749.38,64.37,81.96,71.63844791452958,6.123425006456452,70.86,84662364.71251649,9.5,11.968203671162224,8.658643919973201,42.79407081769264,0.92,141.55
263.38,6.0,64.0,101.9319936760648,101.9319936760648,0.0,0.02,0.31,0.15,0.19,0.79,0.0,0.0,0.07,1.27,0.23,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.87,65.18,77.26,70.72503176600661,3.9791137171815776,69.91,84662364.7134903,9.5,11.89008928568311,5.633235281100066,21.882514634842256,0.9,141.55
257.05,6.0,64.0,154.97041105167222,154.97041105167222,0.0,0.02,0.32,0.09,0.14,0.85,0.0,0.0,0.07,1.44,0.24,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.08,65.24,76.4,69.56890158306605,3.9431371443354735,69.66,84662364.71429805,9.5,11.794219583234884,5.568007260155776,18.838810180813816,0.87,141.55
292.82,6.0,64.0,126.8684450601059,126.8684450601059,0.0,0.01,0.32,0.11,0.24,0.88,0.0,0.0,0.04,1.53,0.17,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,746.87,66.64,79.03,70.98570881681097,4.586218386328252,71.05,84662364.71587074,9.5,11.913577573518888,6.490230873774493,26.021874634192205,0.87,141.55
282.06,6.0,64.0,5033.374479224534,5033.374479224534,0.0,0.02,0.2,0.23,0.31,0.87,0.0,0.0,0.07,1.07,0.3,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,747.48,64.72,81.29,71.2018799363691,6.270301654011989,71.06,84662364.72173843,9.5,11.931522791934036,8.876279204505703,43.78260351994525,0.94,141.55
257.24,6.0,64.0,28.39500850414988,28.39500850414988,0.0,0.05,0.11,0.19,0.22,0.81,0.0,0.0,0.17,1.23,0.26,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,728.25,60.59,76.66,69.30248856295064,5.477136220522479,69.62,84662364.72681195,9.5,11.761089897448796,7.740544723284013,35.733582637228686,0.87,141.55
351.71,6.0,64.0,52.80150859450711,52.80150859450711,0.0,0.01,0.2,0.04,0.36,0.95,0.0,0.0,0.15,1.37,0.31,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,734.55,66.5,77.47,70.2686567153177,3.9509715265333214,69.68,84662364.72713096,9.5,11.852731703436918,5.588284361857181,19.2739716312095,0.93,141.55
295.61,6.0,64.0,86.25529077388666,86.25529077388666,0.0,0.06,0.26,0.24,0.23,0.85,0.0,0.0,0.09,1.35,0.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,748.93,66.58,78.77,71.47843454528787,4.954125699954243,71.05,84662364.72807337,9.5,11.953504357249065,7.009212088822621,31.075325113274904,0.86,141.55
309.32,6.0,64.0,62.699910793740976,62.699910793740976,0.0,0.03,0.17,0.12,0.23,0.85,0.0,0.0,0.21,1.42,0.36,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,723.72,61.81,77.53,69.28455750922625,5.211095031437071,68.33,84662364.7291436,9.5,11.76770242133941,7.372431207452045,34.71525689387901,0.91,141.55
307.13,6.11,65.91,93.1170017121168,93.1170017121168,0.0,0.05,0.27,0.09,0.25,0.84,0.0,0.0,0.11,1.57,0.19,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,760.58,64.57,99.5,72.20562868409542,10.0648294183566,72.02,84662364.73051529,9.5,12.007186852021317,14.250699419143151,307.6679301036055,0.89,141.55
352.06,6.0,64.0,61.21331531812777,61.21331531812777,0.0,0.05,0.19,0.21,0.23,0.82,0.0,0.0,0.19,1.66,0.41,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.19,62.79,78.82,70.00035025414901,5.438443049126719,69.02,84662364.73210955,9.5,11.823615132269088,7.698875662589487,34.2444224146966,0.93,141.55
330.83,6.0,64.0,58.55866434933514,58.55866434933514,0.0,0.08,0.22,0.21,0.26,0.88,0.0,0.0,0.14,1.45,0.37,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.13,66.69,78.35,70.75426298340463,4.495237820846674,70.86,84662364.7379377,9.5,11.893623901703045,6.356128021487133,26.02330995486341,0.91,141.55
267.2,6.0,64.0,531.0060581210486,531.0060581210486,0.0,0.2,0.33,0.15,0.3,0.66,0.0,0.0,0.31,1.48,0.17,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,773.59,66.21,82.14,73.52365053251702,6.327758685358829,73.57,84662364.74092108,9.5,12.12605535442623,8.945440007154675,42.86754846262775,0.95,141.55
373.57,6.0,64.0,36.191686384416215,36.191686384416215,0.0,0.08,0.14,0.27,0.12,0.72,0.0,0.0,0.88,1.52,0.82,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,692.46,59.14,75.16,65.72623767911655,5.851783822754786,65.37,84662364.74219848,9.5,11.455278189370532,8.274168665293354,41.26759716086394,0.92,141.55
431.41,6.0,64.0,72.14453962456446,72.14453962456446,0.0,0.11,0.17,0.14,0.24,0.86,0.0,0.0,0.83,1.57,0.76,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,711.26,62.16,75.81,67.65443618717883,4.5458484938102055,68.36,84662364.74286532,9.5,11.62876585802006,6.433063994405493,25.75366378773522,0.9,141.55
401.58,6.0,64.0,58.744345395201634,58.744345395201634,0.0,0.09,0.12,0.13,0.31,0.87,0.0,0.0,0.45,1.6,0.5,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.16,59.72,78.32,68.5252001999119,6.168670565194455,69.77,84662364.74470286,9.5,11.700529841532475,8.71038980718222,44.04298342291816,0.93,141.55
317.38,6.0,64.0,52495.34425908456,52495.34425908456,0.0,0.11,0.15,0.24,0.24,0.71,0.0,0.0,0.36,1.44,0.45,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,715.88,62.6,76.0,67.77695109289576,4.659218714350788,68.47,84662364.7469409,9.5,11.629165218038446,6.58674597895926,30.878454300090347,0.8,141.55
353.61,6.0,64.0,95.63882044227783,95.63882044227783,0.0,0.12,0.23,0.06,0.28,0.86,0.0,0.0,0.41,1.45,0.64,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,733.65,66.41,76.29,69.78935811415107,3.773601631287832,70.38,84662364.74817152,9.5,11.812261667098888,5.340706019041472,20.144852604406168,0.87,141.55
350.64,6.0,64.0,69.56598033216086,69.56598033216086,0.0,0.04,0.22,0.1,0.26,0.88,0.0,0.0,0.26,1.45,0.36,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.51,58.96,80.33,69.38879754756768,6.305233183506967,70.22,84662364.74997504,9.5,11.775306614139676,8.916521639180171,50.52780221687418,0.93,141.55
381.94,6.0,64.0,34.94904135075665,34.94904135075665,0.0,0.02,0.12,0.16,0.3,0.84,0.0,0.0,0.13,1.51,0.25,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,746.86,64.08,87.84,70.60332529239766,7.941999960244336,71.67,84662364.75444803,9.5,11.877771920154265,11.243328042600222,118.85458161735328,0.91,141.55
320.59,6.0,64.0,87.34459465196038,87.34459465196038,0.0,0.02,0.32,0.1,0.22,0.87,0.0,0.0,0.11,1.64,0.22,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.69,66.32,77.31,70.42746239922788,4.0893632961401005,70.35,84662364.75600979,9.5,11.867739099970068,5.787592010203223,20.98817313086229,0.86,141.55
243.6,6.0,64.0,5083.221621230269,5083.221621230269,0.0,0.03,0.44,0.1,0.12,0.77,0.0,0.0,0.08,1.43,0.2,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,743.03,65.65,78.76,71.0914434784342,4.416960800434631,70.4,84662364.76250309,9.5,11.922790647636177,6.247014986544862,21.826358193786977,0.94,141.55
247.16,6.0,64.0,76.63848049084153,76.63848049084153,0.0,0.03,0.23,0.18,0.17,0.72,0.0,0.0,0.12,1.36,0.24,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740.35,64.32,75.8,70.64313524856637,4.40949334239895,70.11,84662364.77248733,9.5,11.877850977268436,6.226370466573355,26.503862965007915,0.76,141.55
357.6,6.0,64.0,66.59991243427336,66.59991243427336,0.0,0.04,0.33,0.11,0.25,0.9,0.0,0.0,0.23,1.73,0.43,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.73,61.92,74.68,68.06977348369725,4.262510576421654,70.18,84662364.77312776,9.5,11.6644255787677,6.025700948648057,23.04862076945883,0.92,141.55
284.45,6.0,64.0,88.37138924502922,88.37138924502922,0.0,0.05,0.3,0.1,0.2,0.76,0.0,0.0,0.15,1.62,0.27,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.12,62.2,77.74,70.35337328615657,5.58634143936121,70.39,84662364.77414382,9.5,11.857919041446085,7.900285476988753,38.42680426580888,0.95,141.55
371.04,6.11,64.0,56.14732171390837,56.14732171390837,0.0,0.04,0.2,0.08,0.28,0.93,0.0,0.0,0.21,1.87,0.21,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,752.72,64.13,95.3,71.77766258560841,8.990373990390502,70.76,84662364.77563953,9.5,11.976416594202282,12.726198937633503,221.24627208964225,0.93,141.55
337.36,6.0,64.0,37.61221779442317,37.61221779442317,0.0,0.01,0.19,0.14,0.35,0.87,0.0,0.0,0.01,1.76,0.15,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,754.34,66.41,79.07,71.56415992731898,4.955881950176688,71.75,84662364.78240296,9.5,11.960351757144094,7.010216136478725,30.56752692758731,0.87,141.55
294.19,6.0,64.0,67.79638334232695,67.79638334232695,0.0,0.02,0.27,0.12,0.17,0.78,0.0,0.0,0.09,1.59,0.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.4,63.92,74.25,69.43126976424848,3.238717786260129,69.25,84662364.78322631,9.5,11.77994134660892,4.586675197237248,14.287660619926504,0.78,141.55
259.26,6.0,64.0,104.44293931043336,104.44293931043336,0.0,0.03,0.38,0.08,0.21,0.78,0.0,0.0,0.08,1.51,0.16,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,747.9,66.72,78.16,70.94895924977155,3.974067541426984,71.66,84662364.78418805,9.5,11.90893081210454,5.620352927238352,22.18147009752832,0.79,141.55
334.95,6.0,64.0,118.71801023874058,118.71801023874058,0.0,0.04,0.29,0.15,0.15,0.85,0.0,0.0,0.24,1.7,0.41,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,717.83,62.32,72.31,68.36686122541887,3.718687159748794,68.09,84662364.78500283,9.5,11.68945731536246,5.264811018774868,17.07877040194254,0.87,141.55
348.32,6.0,64.0,70.14457568368898,70.14457568368898,0.0,0.07,0.22,0.18,0.22,0.83,0.0,0.0,0.23,1.73,0.43,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.41,61.84,78.71,68.91282718618672,5.249281030238604,69.6,84662364.78751224,9.5,11.737319102036956,7.427824289883737,31.77331701773697,0.95,141.55
279.37,6.0,64.0,51.89232656296438,51.89232656296438,0.0,0.04,0.28,0.11,0.27,0.75,0.0,0.0,0.11,1.61,0.22,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,747.97,62.66,78.59,71.2142485678666,5.527415047887696,71.68,84662364.78955455,9.5,11.92769273639518,7.818612115201667,37.69527999984168,0.9,141.55
330.28,6.0,64.0,70.90149897262317,70.90149897262317,0.0,0.02,0.29,0.04,0.2,0.89,0.0,0.0,0.11,1.89,0.21,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,725.41,62.13,75.79,69.00500226003787,4.574440780528431,69.77,84662364.79015952,9.5,11.745200834086114,6.471684119282863,26.306210272518992,0.88,141.55
323.54,6.0,64.0,41.069859307129626,41.069859307129626,0.0,0.01,0.45,0.04,0.2,0.78,0.0,0.0,0.09,2.12,0.14,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,746.37,66.84,75.11,71.21620230878513,3.195702299376998,70.66,84662364.79187402,9.5,11.9333592660687,4.516926118761064,13.981229263199372,0.83,141.55
291.03,6.0,64.0,48.82806674981517,48.82806674981517,0.0,0.01,0.3,0.18,0.22,0.82,0.0,0.0,0.05,1.77,0.23,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,744.93,65.08,77.96,70.74345664839976,4.928017096397763,71.48,84662364.79377447,9.5,11.892460845454853,6.97357506592206,30.676000556926034,0.83,141.55
356.26,6.11,64.64,50.93071686301138,50.93071686301138,0.0,0.04,0.2,0.08,0.3,0.88,0.0,0.0,0.13,1.84,0.27,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,798.79,67.21,133.75,80.72246233556605,21.03343650761566,73.64,84662364.79458965,9.5,12.57289322267776,29.767911690429745,1565.328972711821,0.95,141.55
360.15,6.11,64.0,25.58029981895308,25.58029981895308,0.0,0.03,0.12,0.21,0.18,0.83,0.0,0.0,0.14,1.66,0.33,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,818.41,60.48,184.9,75.30808713259565,33.99304777239842,76.32,84662364.79639429,9.5,12.14921836392648,48.14026885788355,6972.096550806854,0.95,141.55
387.9,6.0,64.0,1157.7130515824213,1157.7130515824213,0.0,0.04,0.21,0.09,0.33,0.95,0.0,0.0,0.17,1.5,0.33,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,755.91,65.12,86.16,72.26967759536645,6.774009348406707,71.78,84662364.79997736,9.5,12.014131391349949,9.58350445283661,72.40090130431449,0.92,141.55
348.66,6.0,64.0,54.27059632665223,54.27059632665223,0.0,0.03,0.22,0.27,0.17,0.78,0.0,0.0,0.09,1.67,0.37,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,722.7,61.32,76.84,68.05021102865142,5.227095494597777,69.25,84662364.80310221,9.5,11.664069592741596,7.390903002692352,33.61422080939957,0.91,141.55
